java.util.Collections.emptyList();System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.EmptyList<%1>()
java.util.Collections.enumeration(Collection<T>);System.Collections.ICollection.new ILOG.J2CsMapping.Collections.IteratorAdapter(GetEnumerator())
java.util.Collections.unmodifiableMap(Map<? extends K,? extends V>);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.UnmodifiableMap(@1)
java.util.HashMap.putAll(Map<? extends K,? extends V>);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.PutAll(@0,@1)
java.util.HashMap.put(K,V);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.Put(@0,@1,@2)
java.util.HashMap.size();System.Collections.ICollection.Count()
java.util.HashMap.keySet();System.Collections.ICollection.new ILOG.J2CsMapping.Collections.ListSet(Keys)
java.util.HashMap.clone();System.Collections.ICollection.Clone()
java.util.ResourceBundle.getKeys();System.Collections.ICollection.@0
java.util.ResourceBundle.getBundle(String,Locale,ClassLoader);System.Collections.ICollection.new ResourceManager(@1,@3)
java.util.Stack.empty();System.Collections.ICollection.(Count==0)
java.util.ArrayList.removeRange(int,int);System.Collections.ICollection.RemoveRange(@1,@2-(@1))
java.util.ArrayList.addAll(int,Collection<? extends E>);System.Collections.ICollection.InsertRange(int,java.util.Collection<? extends E>)
java.util.ArrayList.addAll(Collection<? extends E>);System.Collections.ICollection.AddRange(java.util.Collection<? extends E>)
java.util.ArrayList.size();System.Collections.ICollection.Count()
java.util.ArrayList.clone();System.Collections.ICollection.Clone()
java.util.ArrayList.ensureCapacity(int);System.Collections.ICollection.Capacity=@1
java.util.Collection.toArray(T[]);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.ToArray(@0,@1)
java.util.Collection.isEmpty();System.Collections.ICollection.(Count==0)
java.util.Collection.iterator();System.Collections.ICollection.new ILOG.J2CsMapping.Collections.IteratorAdapter(GetEnumerator())
java.util.Collection.clear();System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.Clear(@0)
java.util.Collection.toArray();System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.ToArray(@0)
java.util.Collection.contains(Object);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.Contains(@1,@0)
java.util.Collection.addAll(Collection<? extends E>);System.Collections.ICollection.ILOG.J2CsMapping.Collections./* Generics. */Collections.AddAll(@1,@0)
java.util.Collection.containsAll(Collection<?>);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.ContainsAll(@0,@1)
java.util.Collection.size();System.Collections.ICollection.Count()
java.util.Collection.remove(Object);System.Collections.ICollection.ILOG.J2CsMapping.Collections./* Generics. */Collections.Remove(@0,@1)
java.util.Collection.add(E);System.Collections.ICollection.ILOG.J2CsMapping.Collections./* Generics. */Collections.Add(@0,@1)
java.util.Map.isEmpty();System.Collections.ICollection.(Count==0)
java.util.Map.get(Object);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.Get(@0,@1)
java.util.Map.containsKey(Object);System.Collections.ICollection.Contains(java.lang.Object)
java.util.Map.putAll(Map<? extends K,? extends V>);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.PutAll(@0,@1)
java.util.Map.entrySet();System.Collections.ICollection.@0
java.util.Map.remove(Object);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.Remove(@0,@1)
java.util.Map.values();System.Collections.ICollection.Values()
java.util.Map.put(K,V);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.Put(@0,@1,@2)
java.util.Map.size();System.Collections.ICollection.Count()
java.util.Map.keySet();System.Collections.ICollection.new ILOG.J2CsMapping.Collections.ListSet(Keys)
java.util.Arrays.hashCode(int[]);System.Collections.ICollection.GetHashCode()
java.util.Arrays.fill(char[],char);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Arrays.Fill(@1,@2)
java.util.Arrays.hashCode(byte[]);System.Collections.ICollection.GetHashCode()
java.util.Arrays.fill(int[],int,int,int);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Arrays.Fill(@1,@2,@3,@4)
java.util.Arrays.hashCode(short[]);System.Collections.ICollection.GetHashCode()
java.util.Arrays.fill(boolean[],boolean);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Arrays.Fill(@1,@2)
java.util.Arrays.hashCode(Object[]);System.Collections.ICollection.GetHashCode()
java.util.Arrays.copyOf(U[],int,Class<? extends T[]>);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Arrays.CopyOf<%1,%2>(@1,@2,@3)
java.util.Arrays.hashCode(double[]);System.Collections.ICollection.GetHashCode()
java.util.Arrays.equals(byte[],byte[]);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Arrays.Equal(@1,@2)
java.util.Arrays.hashCode(float[]);System.Collections.ICollection.GetHashCode()
java.util.Arrays.fill(double[],int,int,double);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Arrays.Fill(@1,@2,@3,@4)
java.util.Arrays.fill(double[],double);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Arrays.Fill(@1,@2)
java.util.Arrays.fill(short[],short);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Arrays.Fill(@1,@2)
java.util.Arrays.hashCode(boolean[]);System.Collections.ICollection.GetHashCode()
java.util.Arrays.sort(T[],Comparator<? super T>);System.Collections.ICollection.Array.Sort(@1,@2)
java.util.Arrays.fill(byte[],byte);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Arrays.Fill(@1,@2)
java.util.Arrays.fill(boolean[],int,int,boolean);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Arrays.Fill(@1,@2,@3,@4)
java.util.Arrays.fill(Object[],int,int,Object);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Arrays.Fill(@1,@2,@3,@4)
java.util.Arrays.fill(short[],int,int,short);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Arrays.Fill(@1,@2,@3,@4)
java.util.Arrays.fill(long[],long);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Arrays.Fill(@1,@2)
java.util.Arrays.asList(T[]);System.Collections.ICollection.ILOG.J2CsMapping.Collections./* Generics. */Arrays.AsList(..)
java.util.Arrays.hashCode(char[]);System.Collections.ICollection.GetHashCode()
java.util.Arrays.sort(T[],int,int,Comparator<? super T>);System.Collections.ICollection.Array.Sort(@1,@2,@3,@4)
java.util.Arrays.fill(Object[],Object);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Arrays.Fill(@1,@2)
java.util.Arrays.fill(char[],int,int,char);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Arrays.Fill(@1,@2,@3,@4)
java.util.Arrays.fill(int[],int);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Arrays.Fill(@1,@2)
java.util.Arrays.fill(float[],float);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Arrays.Fill(@1,@2)
java.util.Arrays.fill(long[],int,int,long);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Arrays.Fill(@1,@2,@3,@4)
java.util.Arrays.hashCode(long[]);System.Collections.ICollection.GetHashCode()
java.util.Arrays.fill(float[],int,int,float);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Arrays.Fill(@1,@2,@3,@4)
java.util.Enumeration.nextElement();System.Collections.ICollection.Next()
java.util.Enumeration.hasMoreElements();System.Collections.ICollection.HasNext()
java.util.LinkedList.remove();System.Collections.ICollection.RemoveFirst()
java.util.LinkedList.element();System.Collections.ICollection.First.Value
java.util.Random.nextInt(int);System.Collections.ICollection.Next
java.util.List.isEmpty();System.Collections.ICollection.(Count==0)
java.util.List.remove(int);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.RemoveAt(@0,@1)
java.util.List.size();System.Collections.ICollection.Count()
java.util.List.remove(Object);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.Remove(@0,@1)
java.util.List.listIterator(int);System.Collections.ICollection.new ILOG.J2CsMapping.Collections.ArrayListIterator(@0,@1)
java.util.List.toArray(T[]);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.ToArray(@0,@1)
java.util.List.addAll(int,Collection<? extends E>);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.AddAll(@0,@1,@2)
java.util.List.listIterator();System.Collections.ICollection.new ILOG.J2CsMapping.Collections.ArrayListIterator(@0)
java.util.List.add(int,E);System.Collections.ICollection.Insert(int,E)
java.util.List.iterator();System.Collections.ICollection.new ILOG.J2CsMapping.Collections.IteratorAdapter(GetEnumerator())
java.util.List.contains(Object);System.Collections.ICollection.Contains(java.lang.Object)
java.util.List.removeAll(Collection<?>);System.Collections.ICollection.ILOG.J2CsMapping.Collections.Collections.RemoveAll(@0,@1)
java.util.regex.Pattern.compile(String);ILOG.J2CsMapping.Text.Pattern.Compile(@1)
java.util.regex.Pattern.matcher(CharSequence);ILOG.J2CsMapping.Text.Pattern.Matcher(@1)
java.util.regex.Matcher.group(int);ILOG.J2CsMapping.Text.Pattern.Group(@1)
java.util.regex.Matcher.find();ILOG.J2CsMapping.Text.Pattern.Find()
java.lang.reflect.InvocationTargetException.getTargetException();System.Reflection.TargetInvocationException.InnerException()
java.lang.reflect.Method.getExceptionTypes();System.Reflection.TargetInvocationException.Attributes()
java.lang.reflect.Method.getParameterTypes();System.Reflection.TargetInvocationException.new ILOG.J2CsMapping.Reflect.IlrMethodInfoAdapter(GetParameters()).GetTypes()
java.lang.reflect.Method.getModifiers();System.Reflection.TargetInvocationException.new ILOG.J2CsMapping.Reflect.IlrModifier(@0).GetModifiers()
java.lang.reflect.Method.getGenericReturnType();System.Reflection.TargetInvocationException.ReturnType()
java.lang.reflect.Method.getGenericParameterTypes();System.Reflection.TargetInvocationException.GetGenericArguments()
java.lang.reflect.Method.invoke(Object,Object[]);System.Reflection.TargetInvocationException.ILOG.J2CsMapping.Reflect.Helper.Invoke(@0,@1,@2)
java.lang.reflect.Method.getReturnType();System.Reflection.TargetInvocationException.ReturnType()
java.lang.reflect.Method.getName();System.Reflection.TargetInvocationException.Name()
java.lang.reflect.Modifier.isTransient(int);System.Reflection.TargetInvocationException.ILOG.J2CsMapping.Reflect.IlrModifier.IsTransient(@1)
java.lang.reflect.Modifier.isSynchronized(int);System.Reflection.TargetInvocationException.ILOG.J2CsMapping.Reflect.IlrModifier.IsSynchronized(@1)
java.lang.reflect.Modifier.isAbstract(int);System.Reflection.TargetInvocationException.ILOG.J2CsMapping.Reflect.IlrModifier.IsAbstract(@1)
java.lang.reflect.Modifier.isVolatile(int);System.Reflection.TargetInvocationException.ILOG.J2CsMapping.Reflect.IlrModifier.IsVolatile(@1)
java.lang.reflect.Modifier.isInterface(int);System.Reflection.TargetInvocationException.ILOG.J2CsMapping.Reflect.IlrModifier.IsInterface(@1)
java.lang.reflect.Modifier.isFinal(int);System.Reflection.TargetInvocationException.ILOG.J2CsMapping.Reflect.IlrModifier.IsFinal(@1)
java.lang.reflect.Modifier.isPrivate(int);System.Reflection.TargetInvocationException.ILOG.J2CsMapping.Reflect.IlrModifier.IsPrivate(@1)
java.lang.reflect.Modifier.isNative(int);System.Reflection.TargetInvocationException.ILOG.J2CsMapping.Reflect.IlrModifier.IsNative(@1)
java.lang.reflect.Modifier.isPublic(int);System.Reflection.TargetInvocationException.ILOG.J2CsMapping.Reflect.IlrModifier.IsPublic(@1)
java.lang.reflect.Modifier.isStatic(int);System.Reflection.TargetInvocationException.ILOG.J2CsMapping.Reflect.IlrModifier.IsStatic(@1)
java.lang.reflect.Modifier.isStrict(int);System.Reflection.TargetInvocationException.ILOG.J2CsMapping.Reflect.IlrModifier.IsStrict(@1)
java.lang.reflect.Field.get(Object);System.Reflection.TargetInvocationException.GetValue(java.lang.Object)
java.lang.reflect.Field.getLong(Object);System.Reflection.TargetInvocationException.(long)GetValue(@1)
java.lang.reflect.Field.getShort(Object);System.Reflection.TargetInvocationException.(short)GetValue(@1)
java.lang.reflect.Field.set(Object,Object);System.Reflection.TargetInvocationException.SetValue(java.lang.Object,java.lang.Object)
java.lang.reflect.Field.getModifiers();System.Reflection.TargetInvocationException.new ILOG.J2CsMapping.Reflect.IlrModifier(@0).GetModifiers()
java.lang.reflect.Field.getInt(Object);System.Reflection.TargetInvocationException.(int)GetValue(@1)
java.lang.reflect.Field.getChar(Object);System.Reflection.TargetInvocationException.(char)GetValue(@1)
java.lang.reflect.Field.getGenericType();System.Reflection.TargetInvocationException.FieldType()
java.lang.reflect.Field.getBoolean(Object);System.Reflection.TargetInvocationException.(bool)GetValue(@1)
java.lang.reflect.Field.getFloat(Object);System.Reflection.TargetInvocationException.(float)GetValue(@1)
java.lang.reflect.Field.getByte(Object);System.Reflection.TargetInvocationException.(byte)GetValue(@1)
java.lang.reflect.Field.getDouble(Object);System.Reflection.TargetInvocationException.(double)GetValue(@1)
java.lang.reflect.Field.getType();System.Reflection.TargetInvocationException.FieldType()
java.lang.reflect.Field.getName();System.Reflection.TargetInvocationException.Name()
java.lang.reflect.Member.getName();System.Reflection.TargetInvocationException.Name()
java.lang.reflect.Member.getDeclaringClass();System.Reflection.TargetInvocationException.DeclaringType()
java.lang.reflect.Array.getLength(Object);System.Reflection.TargetInvocationException.((Array)@1).Length
java.lang.reflect.Array.get(Object,int);System.Reflection.TargetInvocationException.ILOG.J2CsMapping.Collections.Arrays.Get(@1,@2)
java.lang.reflect.Array.newInstance(Class<?>,int[]);System.Reflection.TargetInvocationException.ILOG.J2CsMapping.Collections.Arrays.NewInstance(@1,@2)
java.lang.reflect.Array.set(Object,int,Object);System.Reflection.TargetInvocationException.ILOG.J2CsMapping.Collections.Arrays.Set(@1,@2,@3)
java.lang.reflect.Constructor.getDeclaringClass();System.Reflection.TargetInvocationException.DeclaringType()
java.lang.reflect.Constructor.getExceptionTypes();System.Reflection.TargetInvocationException.Attributes()
java.lang.reflect.Constructor.getParameterTypes();System.Reflection.TargetInvocationException.new ILOG.J2CsMapping.Reflect.IlrMethodInfoAdapter(GetParameters()).GetTypes()
java.lang.reflect.Constructor.getModifiers();System.Reflection.TargetInvocationException.new ILOG.J2CsMapping.Reflect.IlrModifier(@0).GetModifiers()
java.lang.reflect.Constructor.getGenericParameterTypes();System.Reflection.TargetInvocationException.GetGenericArguments()
java.lang.reflect.Constructor.newInstance(Object[]);System.Reflection.TargetInvocationException.ILOG.J2CsMapping.Reflect.Helper.Invoke(@0,@1)
java.lang.Thread.currentThread();System.Threading.Thread.CurrentThread()
java.lang.Thread.getName();System.Threading.Thread.Name()
java.lang.Object.hashCode();System.Threading.Thread.GetHashCode()
java.lang.Object.clone();System.Threading.Thread.Clone()
java.lang.Object.getClass();System.Threading.Thread.GetType()
java.lang.CharSequence.charAt(int);System.Threading.Thread.@0[@1]
java.lang.CharSequence.length();System.Threading.Thread.Length()
java.lang.Class.getGenericSuperclass();System.Threading.Thread.BaseType()
java.lang.Class.getDeclaredConstructor(Class<?>[]);System.Threading.Thread.ILOG.J2CsMapping.Reflect.Helper.GetConstructor(@0,@1)
java.lang.Class.isInstance(Object);System.Threading.Thread.IsInstanceOfType(java.lang.Object)
java.lang.Class.isInterface();System.Threading.Thread.IsInterface()
java.lang.Class.getCanonicalName();System.Threading.Thread.FullName()
java.lang.Class.isPrimitive();System.Threading.Thread.IsPrimitive()
java.lang.Class.getDeclaredMethods();System.Threading.Thread.GetMethods(BindingFlags.Instance|BindingFlags.NonPublic|BindingFlags.Public|BindingFlags.Static)
java.lang.Class.getDeclaredMethod(String,Class<?>[]);System.Threading.Thread.ILOG.J2CsMapping.Reflect.Helper.GetMethod(@0,@1,@2)
java.lang.Class.getClassLoader();System.Threading.Thread.Assembly()
java.lang.Class.getGenericInterfaces();System.Threading.Thread.GetInterfaces()
java.lang.Class.getSimpleName();System.Threading.Thread.Name()
java.lang.Class.forName(String);System.Threading.Thread.ILOG.J2CsMapping.Reflect.Helper.GetNativeType(@1)
java.lang.Class.getName();System.Threading.Thread.FullName()
java.lang.Class.getDeclaringClass();System.Threading.Thread.DeclaringType()
java.lang.Class.getComponentType();System.Threading.Thread.GetElementType()
java.lang.Class.getMethod(String,Class<?>[]);System.Threading.Thread.ILOG.J2CsMapping.Reflect.Helper.GetMethod(@0,@1,@2)
java.lang.Class.isArray();System.Threading.Thread.IsArray()
java.lang.Class.getPackage();System.Threading.Thread.Namespace()
java.lang.Class.getResourceAsStream(String);System.Threading.Thread.Assembly.GetFile(@1)
java.lang.Class.forName(String,boolean,ClassLoader);System.Threading.Thread.ILOG.J2CsMapping.Reflect.Helper.GetNativeType(@1)
java.lang.Class.getDeclaredConstructors();System.Threading.Thread.GetConstructors(BindingFlags.Instance|BindingFlags.NonPublic|BindingFlags.Public|BindingFlags.Static)
java.lang.Class.getModifiers();System.Threading.Thread.new ILOG.J2CsMapping.Reflect.IlrModifier(@0).GetModifiers()
java.lang.Class.getDeclaredFields();System.Threading.Thread.GetFields(BindingFlags.Instance|BindingFlags.NonPublic|BindingFlags.Public|BindingFlags.Static)
java.lang.Class.getSuperclass();System.Threading.Thread.BaseType()
java.lang.Class.getConstructor(Class<?>[]);System.Threading.Thread.ILOG.J2CsMapping.Reflect.Helper.GetConstructor(@0,@1)
java.lang.Class.newInstance();System.Threading.Thread.Activator.CreateInstance(@0)
java.lang.Class.getDeclaredField(String);System.Threading.Thread.GetField(java.lang.String)
java.lang.StringBuffer.charAt(int);System.Threading.Thread.@0[@1]
java.lang.StringBuffer.substring(int,int);System.Threading.Thread.ToString(@1,@2-@1)
java.lang.StringBuffer.deleteCharAt(int);System.Threading.Thread.Remove(@1,1)
java.lang.StringBuffer.substring(int);System.Threading.Thread.ToString(@1,Length-@1)
java.lang.StringBuffer.delete(int,int);System.Threading.Thread.Remove(@1,@2-(@1))
java.lang.StringBuffer.setCharAt(int,char);System.Threading.Thread.@0[@1]=@2
java.lang.StringBuffer.length();System.Threading.Thread.Length()
java.lang.StringBuffer.setLength(int);System.Threading.Thread.Length=@1
java.lang.StringBuffer.getChars(int,int,char[],int);System.Threading.Thread.CopyTo(@1,@3,@4,@2}
java.lang.Math.log(double);System.Threading.Thread.Math.Log(@1)
java.lang.Math.floor(double);System.Threading.Thread.Math.Floor(@1)
java.lang.Math.toDegrees(double);System.Threading.Thread.(@1*180/Math.PI)
java.lang.Math.abs(double);System.Threading.Thread.Math.Abs(@1)
java.lang.Math.pow(double,double);System.Threading.Thread.Math.Pow(@1,@2)
java.lang.Math.ceil(double);System.Threading.Thread.Math.Ceiling(@1)
java.lang.Math.round(double);System.Threading.Thread.Math.Round(@1,MidpointRounding.AwayFromZero)
java.lang.Math.min(int,int);System.Threading.Thread.Math.Min(@1,@2)
java.lang.Math.max(int,int);System.Threading.Thread.Math.Max(@1,@2)
java.lang.Math.rint(double);System.Threading.Thread.Math.Round(@1)
java.lang.Math.random();System.Threading.Thread.(new Random()).Next()
java.lang.Math.abs(int);System.Threading.Thread.Math.Abs(@1)
java.lang.Math.abs(float);System.Threading.Thread.Math.Abs(@1)
java.lang.Math.max(double,double);System.Threading.Thread.Math.Max(@1,@2)
java.lang.Math.min(long,long);System.Threading.Thread.Math.Min(@1,@2)
java.lang.Math.sqrt(double);System.Threading.Thread.Math.Sqrt(@1)
java.lang.Math.min(double,double);System.Threading.Thread.Math.Min(@1,@2)
java.lang.Math.exp(double);System.Threading.Thread.Math.Exp(@1)
java.lang.Math.min(float,float);System.Threading.Thread.Math.Min(@1,@2)
java.lang.Math.max(long,long);System.Threading.Thread.Math.Max(@1,@2)
java.lang.Math.abs(long);System.Threading.Thread.Math.Abs(@1)
java.lang.Math.max(float,float);System.Threading.Thread.Math.Max(@1,@2)
java.lang.System.exit(int);System.Threading.Thread.Environment.Exit(@1)
java.lang.System.getProperty(String,String);System.Threading.Thread.System.Environment.GetEnvironmentVariable(@1)
java.lang.System.nanoTime();System.Threading.Thread.(System.DateTime.Now.Ticks*100)
java.lang.System.identityHashCode(Object);System.Threading.Thread.ILOG.J2CsMapping.Util.HashCodeUtil.IdentityHashCode(@1)
java.lang.System.setProperty(String,String);System.Threading.Thread.ILOG.J2CsMapping.Util.Properties props = new ILOG.J2CsMapping.Util.Properties(); props.SetProperty( @1, @2 )
java.lang.System.getSecurityManager();System.Threading.Thread.new ILOG.J2CsMapping.Security.IlrSecurityManager()
java.lang.System.currentTimeMillis();System.Threading.Thread.DateTime.Now.Millisecond
java.lang.System.arraycopy(Object,int,Object,int,int);System.Threading.Thread.System.Array.Copy((Array)(@1),@2,(Array)(@3),@4,@5)
java.lang.System.getProperty(String);System.Threading.Thread.System.Environment.GetEnvironmentVariable(@1)
java.lang.Iterable.iterator();System.Threading.Thread.new ILOG.J2CsMapping.Collections.IteratorAdapter(GetEnumerator())
java.lang.AbstractStringBuilder.deleteCharAt(int);System.Threading.Thread.Remove(@1,1)
java.lang.AbstractStringBuilder.charAt(int);System.Threading.Thread.@0[@1]
java.lang.AbstractStringBuilder.delete(int,int);System.Threading.Thread.Remove(@1,@2)
java.lang.AbstractStringBuilder.substring(int,int);System.Threading.Thread.ToString(@1,@2-@1)
java.lang.AbstractStringBuilder.substring(int);System.Threading.Thread.ToString(@1,Length-@1)
java.lang.AbstractStringBuilder.setCharAt(int,char);System.Threading.Thread.@0[@1]=@2
java.lang.AbstractStringBuilder.length();System.Threading.Thread.Length()
java.lang.AbstractStringBuilder.setLength(int);System.Threading.Thread.Length=@1
java.lang.String.split(String);System.Threading.Thread.Split(ToCharArray())
java.lang.String.charAt(int);System.Threading.Thread.@0[@1]
java.lang.String.equalsIgnoreCase(String);System.Threading.Thread.Equals(@1,StringComparison.InvariantCultureIgnoreCase)
java.lang.String.toLowerCase(Locale);System.Threading.Thread.ToLower(@1)
java.lang.String.length();System.Threading.Thread.Length()
java.lang.String.substring(int);System.Threading.Thread.Substring(@1)
java.lang.String.getBytes(String);System.Threading.Thread.ILOG.J2CsMapping.Util.StringUtil.GetBytes(@0,@1)
java.lang.String.matches(String);System.Threading.Thread.ILOG.J2CsMapping.Util.StringUtil.Matches(@0,@1)
java.lang.String.valueOf(int);System.Threading.Thread.ToString()
java.lang.String.toUpperCase(Locale);System.Threading.Thread.ToUpper(java.util.Locale)
java.lang.String.getChars(int,int,char[],int);System.Threading.Thread.CopyTo(@1,@3,@4,@2-@1)
java.lang.String.concat(String);System.Threading.Thread.String.Concat(@0,@1)
java.lang.String.compareToIgnoreCase(String);System.Threading.Thread.String.Compare(@0,@1,true)
java.lang.String.codePointAt(int);System.Threading.Thread.@0[@1]
java.lang.String.getBytes();System.Threading.Thread.ILOG.J2CsMapping.Util.StringUtil.GetBytes(@0)
java.lang.String.indexOf(String,int);System.Threading.Thread.ILOG.J2CsMapping.Util.StringUtil.IndexOf(@0,@1,@2)
java.lang.String.startsWith(String);System.Threading.Thread.StartsWith(@1)
java.lang.String.toUpperCase();System.Threading.Thread.ToUpper()
java.lang.String.replaceFirst(String,String);System.Threading.Thread.ILOG.J2CsMapping.Util.StringUtil.ReplaceFirst(@0,@1,@2)
java.lang.String.valueOf(char);System.Threading.Thread.ToString()
java.lang.String.valueOf(float);System.Threading.Thread.ToString()
java.lang.String.valueOf(Object);System.Threading.Thread.ToString()
java.lang.String.toLowerCase();System.Threading.Thread.ToLower()
java.lang.String.compareTo(String);System.Threading.Thread.String.CompareOrdinal(@0,@1)
java.lang.String.replaceAll(String,String);System.Threading.Thread.Replace(java.lang.String,java.lang.String)
java.lang.String.intern();System.Threading.Thread.string.Intern(@0)
java.lang.String.format(String,Object[]);System.Threading.Thread.ILOG.J2CsMapping.Util.StringUtil.Format(@1,..)
java.lang.String.substring(int,int);System.Threading.Thread.Substring(@1,(@2)-(@1))
java.lang.String.valueOf(long);System.Threading.Thread.ToString()
java.lang.String.valueOf(double);System.Threading.Thread.ToString()
java.lang.String.startsWith(String,int);System.Threading.Thread.ILOG.J2CsMapping.Util.StringUtil.StartsWith(@0,@1,@2)
java.lang.String.valueOf(boolean);System.Threading.Thread.ToString()
java.lang.SecurityManager.checkCreateClassLoader();System.Threading.Thread.CheckCreateAssembly()
java.lang.Throwable.getStackTrace();System.Threading.Thread.StackTrace
java.lang.Throwable.getCause();System.Threading.Thread.InnerException()
java.lang.Throwable.getLocalizedMessage();System.Threading.Thread.Message()
java.lang.Throwable.getMessage();System.Threading.Thread.Message()
java.lang.Throwable.printStackTrace(PrintStream);System.Threading.Thread.WriteLine(StackTrace)
java.lang.Throwable.printStackTrace(PrintWriter);System.Threading.Thread.WriteLine(StackTrace)
java.lang.Throwable.printStackTrace();System.Threading.Thread.Console.Error.WriteLine(StackTrace)
java.lang.ClassLoader.getSystemClassLoader();System.Threading.Thread.GetEntryAssembly()
java.lang.ClassLoader.getResource(String);System.Threading.Thread.ILOG.J2CsMapping.IO.IOUtility.GetResource(@0,@1)
java.lang.ClassLoader.loadClass(String,boolean);System.Threading.Thread.GetType(java.lang.String,boolean)
java.lang.ClassLoader.getResourceAsStream(String);System.Threading.Thread.ILOG.J2CsMapping.IO.IOUtility.GetResourceAsStream(@0,@1)
java.lang.ClassLoader.loadClass(String);System.Threading.Thread.GetType(java.lang.String)
java.lang.StringBuilder.delete(int,int);System.Threading.Thread.Remove(@1,@2)
java.net.URLDecoder.decode(String,String);System.Web.HttpUtility.ILOG.J2CsMapping.Net.URLEncoding.UrlDecode(@1,@2)
java.net.URLConnection.getInputStream();System.Web.HttpUtility.GetResponse().GetResponseStream()
java.net.URLConnection.connect();System.Web.HttpUtility.ILOG.J2CsMapping.IO.NetHelper.Connect(@0)
java.net.URLEncoder.encode(String,String);System.Web.HttpUtility.ILOG.J2CsMapping.Net.URLEncoding.UrlEncode(@1,@2)
java.net.URL.openStream();System.Web.HttpUtility.ILOG.Rules.Util.Net.NetHelper.OpenStream(@0)
java.net.URL.openConnection();System.Web.HttpUtility.WebRequest.Create(@0)
junit.framework.Assert.assertNull(String,Object);NUnit.Framework.Assert.NUnit.Framework.Assert.IsNull(@2,@1)
junit.framework.Assert.assertEquals(int,int);NUnit.Framework.Assert.NUnit.Framework.Assert.AreEqual(@1,@2)
junit.framework.Assert.assertNotNull(String,Object);NUnit.Framework.Assert.NUnit.Framework.Assert.IsNotNull(@2,@1)
junit.framework.Assert.assertNotSame(String,Object,Object);NUnit.Framework.Assert.NUnit.Framework.Assert.AreNotSame(@2,@3,@1)
junit.framework.Assert.assertEquals(String,boolean,boolean);NUnit.Framework.Assert.NUnit.Framework.Assert.AreEqual(@2,@3,@1)
junit.framework.Assert.assertEquals(String,String,String);NUnit.Framework.Assert.NUnit.Framework.Assert.AreEqual(@2,@3,@1)
junit.framework.Assert.assertFalse(String,boolean);NUnit.Framework.Assert.NUnit.Framework.Assert.IsFalse(@2,@1)
junit.framework.Assert.assertNotSame(Object,Object);NUnit.Framework.Assert.NUnit.Framework.Assert.AreNotSame(@1,@2)
junit.framework.Assert.assertEquals(String,byte,byte);NUnit.Framework.Assert.NUnit.Framework.Assert.AreEqual(@2,@3,@1)
junit.framework.Assert.assertEquals(String,double,double,double);NUnit.Framework.Assert.NUnit.Framework.Assert.AreEqual(@2,@3,@4,@1)
junit.framework.Assert.assertEquals(String,float,float,float);NUnit.Framework.Assert.NUnit.Framework.Assert.AreEqual(@2,@3,@4,@1)
junit.framework.Assert.assertEquals(String,int,int);NUnit.Framework.Assert.NUnit.Framework.Assert.AreEqual(@2,@3,@1)
junit.framework.Assert.assertEquals(String,short,short);NUnit.Framework.Assert.NUnit.Framework.Assert.AreEqual(@2,@3,@1)
junit.framework.Assert.assertEquals(Object,Object);NUnit.Framework.Assert.NUnit.Framework.Assert.AreEqual(@1,@2)
junit.framework.Assert.assertNull(Object);NUnit.Framework.Assert.NUnit.Framework.Assert.IsNull(@1)
